A Number,B Number,IMSI,IMEI,Start Time,INBOUND_OUTBOUND_IND,Call_Network_Volume,Latitude,Longitude,CALL_TYPE,Location
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 13:39,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 10:09,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 14:10,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 14:10,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,21/05/2022 0:06,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,21/05/2022 9:28,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,21/05/2022 0:06,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,internet,11111000000000,35555300000000,21/05/2022 21:28,DATA,0,35.67676,53.46877,GPRS,Sulaem Center Zuker street
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 11:47,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 11:47,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 11:47,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 10:14,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 10:25,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 10:14,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 10:14,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 9:00,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,21/05/2022 21:29,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 9:45,INCOMING,12,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923108000000,11111000000000,35555300000000,22/05/2022 12:12,OUTGOING,36,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 10:10,INCOMING,18,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 15:21,INCOMING,133,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 13:36,INCOMING,15,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 9:57,INCOMING,5,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 9:54,INCOMING,51,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 18:39,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 12:30,INCOMING,8,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 10:31,INCOMING,19,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 19:30,INCOMING,33,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 14:10,INCOMING,28,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 19:41,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 18:12,INCOMING,43,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 14:34,INCOMING,21,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,22/05/2022 17:32,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,22/05/2022 9:28,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,internet,11111000000000,35555300000000,22/05/2022 0:28,DATA,0,35.67676,53.46877,GPRS,Sulaem Center Zuker street
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 14:18,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 12:12,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 12:12,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,22/05/2022 12:12,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 15:02,INCOMING,20,35.66475,67.01341,CALL,Kakar Colony Isphahan
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 1:04,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 12:12,INCOMING,33,35.69376,67.0106,CALL,"Jinnah Road, "
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 19:32,INCOMING,31,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 19:24,INCOMING,21,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,23/05/2022 7:20,DATA,0,35.67676,53.46877,GPRS,Sulaem Center Zuker street
923310000000,internet,11111000000000,35555300000000,23/05/2022 0:20,DATA,0,35.64573,53.48443,GPRS,Memphis Road 35 callgr boulevard
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 13:39,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 18:47,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 17:32,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,23/05/2022 10:54,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 2:07,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 2:07,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 2:07,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 2:07,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 11:02,INCOMING,6,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 12:27,INCOMING,78,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 8:41,INCOMING,21,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 9:50,INCOMING,10,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 13:14,INCOMING,31,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 11:03,INCOMING,12,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,24/05/2022 19:20,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,24/05/2022 7:20,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,internet,11111000000000,35555300000000,24/05/2022 0:20,DATA,0,35.64573,53.48443,GPRS,Memphis Road 35 callgr boulevard
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 12:15,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 10:49,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,24/05/2022 9:38,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 21:26,INCOMING,19,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923004000000,11111000000000,35555300000000,25/05/2022 21:19,OUTGOING,26,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 21:28,INCOMING,9,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 21:19,INCOMING,0,37.6855,53.4622,SMS,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 8:44,INCOMING,7,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 12:10,INCOMING,61,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 9:12,INCOMING,18,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 8:43,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,25/05/2022 7:21,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,25/05/2022 0:20,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,25/05/2022 19:21,DATA,0,35.67676,53.46877,GPRS,Sulaem Center Zuker street
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 14:43,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 14:43,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 14:43,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 17:57,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 15:05,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 9:43,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 15:05,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 22:27,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 22:27,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 22:27,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,25/05/2022 22:27,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 14:47,INCOMING,9,37.6734,53.45242,CALL,"Colvin Road kruzeta, "
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 14:40,INCOMING,28,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923463000000,11111000000000,35555300000000,28/05/2022 10:55,OUTGOING,2,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 15:51,INCOMING,6,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 19:53,INCOMING,40,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 14:13,INCOMING,41,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 19:17,INCOMING,31,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 10:56,INCOMING,33,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 16:19,INCOMING,14,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 17:31,INCOMING,25,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 12:00,INCOMING,66,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 15:43,INCOMING,24,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 12:11,INCOMING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 9:02,INCOMING,15,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 12:06,INCOMING,21,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 14:00,INCOMING,19,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,28/05/2022 0:26,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,28/05/2022 17:26,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,28/05/2022 5:26,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 10:55,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 11:28,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 15:20,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 13:09,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,28/05/2022 13:09,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 18:55,INCOMING,25,35.68639,53.4558,CALL,22 Baker Street East Wakanda
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 18:23,INCOMING,20,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 11:09,INCOMING,16,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 8:37,INCOMING,45,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 8:39,INCOMING,30,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 19:25,INCOMING,19,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 10:59,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 11:34,INCOMING,18,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 17:00,INCOMING,26,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 18:52,INCOMING,40,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,29/05/2022 0:26,DATA,0,36.679,53.45343,GPRS,Haali Road - Siwahgarh
923310000000,internet,11111000000000,35555300000000,29/05/2022 5:26,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 18:41,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,29/05/2022 10:47,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 14:17,INCOMING,18,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923218000000,11111000000000,35555300000000,30/05/2022 10:52,OUTGOING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923410000000,11111000000000,35555300000000,30/05/2022 17:30,OUTGOING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 11:10,INCOMING,22,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 10:55,INCOMING,14,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 11:57,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 10:52,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 21:57,INCOMING,0,,,SMS,
923310000000,internet,11111000000000,35555300000000,30/05/2022 17:27,DATA,0,35.63774,53.4452,GPRS,Western Bypass Oliver Town
923310000000,internet,11111000000000,35555300000000,30/05/2022 0:26,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,30/05/2022 5:27,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 17:31,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 13:43,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,30/05/2022 13:50,INCOMING,0,,,SMS,
923310000000,923099000000,11111000000000,35555300000000,26/05/2022 21:42,OUTGOING,20,37.6734,53.45242,CALL,"Colvin Road kruzeta, "
923310000000,923108000000,11111000000000,35555300000000,26/05/2022 21:57,OUTGOING,16,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 21:57,INCOMING,0,36.679,53.45343,SMS,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 11:31,INCOMING,27,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 11:30,INCOMING,19,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 19:56,INCOMING,119,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 14:03,INCOMING,28,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 16:44,INCOMING,39,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 16:12,INCOMING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 11:43,INCOMING,19,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 16:09,INCOMING,26,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 16:42,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 23:45,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 23:46,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 23:46,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 23:45,INCOMING,0,,,SMS,
923310000000,internet,11111000000000,35555300000000,26/05/2022 7:04,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,internet,11111000000000,35555300000000,26/05/2022 0:21,DATA,0,35.67676,53.46877,GPRS,Sulaem Center Zuker street
923310000000,internet,11111000000000,35555300000000,26/05/2022 19:04,DATA,0,35.65357,53.48444,GPRS,Sada Bahar Cold Agency
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 21:43,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 9:21,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 9:46,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 9:21,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 9:21,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 9:21,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,26/05/2022 9:21,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 10:03,INCOMING,41,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 8:52,INCOMING,28,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 20:33,INCOMING,97,37.6855,53.4622,CALL,Township  Road Trench
923310000000,923228000000,11111000000000,35555300000000,27/05/2022 15:02,OUTGOING,13,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,923218000000,11111000000000,35555300000000,27/05/2022 16:11,OUTGOING,10,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 12:04,INCOMING,22,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 9:37,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 20:01,INCOMING,33,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 15:08,INCOMING,52,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 8:56,INCOMING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 20:04,INCOMING,6,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 8:44,INCOMING,31,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 9:59,INCOMING,29,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 11:50,INCOMING,19,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 16:11,INCOMING,0,37.6733,53.46314,SMS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,27/05/2022 0:04,DATA,0,35.63774,53.4452,GPRS,Western Bypass Oliver Town
923310000000,internet,11111000000000,35555300000000,27/05/2022 7:04,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,27/05/2022 17:26,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,27/05/2022 12:40,DATA,0,37.6733,53.46314,GPRS,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,27/05/2022 13:45,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 10:17,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 12:34,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 15:02,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,27/05/2022 15:16,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 12:11,INCOMING,31,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 15:32,INCOMING,8,37.6855,53.4622,CALL,Township  Road Trench
923310000000,923431000000,11111000000000,35555300000000,31/05/2022 13:35,OUTGOING,13,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 10:58,INCOMING,21,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 14:59,INCOMING,23,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 14:59,INCOMING,2,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 11:53,INCOMING,27,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 10:59,INCOMING,22,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 19:36,INCOMING,11,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 15:02,INCOMING,8,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 14:12,INCOMING,22,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 11:10,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 19:37,INCOMING,12,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 12:55,INCOMING,18,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,31/05/2022 0:27,DATA,0,35.63774,53.4452,GPRS,Western Bypass Oliver Town
923310000000,internet,11111000000000,35555300000000,31/05/2022 14:02,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,internet,11111000000000,35555300000000,31/05/2022 5:27,DATA,0,36.679,53.45343,GPRS,Nirvana Road 567 hugh town
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 22:40,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 22:40,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 22:40,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 12:51,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 13:36,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,31/05/2022 20:20,INCOMING,0,,,SMS,
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 12:02,INCOMING,28,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923108000000,11111000000000,35555300000000,02/06/2022 21:56,OUTGOING,15,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,923108000000,11111000000000,35555300000000,02/06/2022 21:51,OUTGOING,5,36.679,53.45343,CALL,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 21:56,INCOMING,0,36.679,53.45343,SMS,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 21:51,INCOMING,0,36.679,53.45343,SMS,Haali Road - Siwahgarh
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 10:50,INCOMING,31,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 18:10,INCOMING,13,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 11:02,INCOMING,12,37.6855,53.4622,CALL,Township  Road Trench
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 19:18,INCOMING,22,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 11:01,INCOMING,17,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 11:08,INCOMING,9,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 12:25,INCOMING,57,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 11:09,INCOMING,14,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,933402000000,11111000000000,35555300000000,02/06/2022 10:32,INCOMING,16,37.6733,53.46314,CALL,River Dale Road kruzeta
923310000000,internet,11111000000000,35555300000000,02/06/2022 2:02,DATA,0,35.63774,53.4452,GPRS,Western Bypass Oliver Town
